"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime","param"
"517","USGS-TX","USGS Texas Water Science Center","nwistx.01.01604800","Sample-Routine","Water","Surface Water",2016-08-16,"10:55:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-08057410","MM-48509A",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.193,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2016-09-16,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2016-08-16 15:55:00,NA,"Nitrogen Suspended mg/l"
"518","USGS-TX","USGS Texas Water Science Center","nwistx.01.01900024","Sample-Routine","Water","Surface Water",2018-10-16,"10:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","MM-58371A",NA,"Stable, normal stage","Routine sample","15","USGS parameter code 82398","10 or more equal width verticals, equal non-iso transit rate limited by velocity","US DH-81",NA,"Nitrogen","Suspended",0.261,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2018-11-02,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2018-10-16 15:00:00,NA,"Nitrogen Suspended mg/l"
"519","USGS-TX","USGS Texas Water Science Center","nwistx.01.02002234","Sample-Routine","Water","Surface Water",2020-06-30,"09:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000",NA,NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-81",NA,"Nitrogen","Suspended",0.041,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2020-08-04,"below the reporting level but at or above the detection level","Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2020-06-30 14:00:00,NA,"Nitrogen Suspended mg/l"
"520","USGS-TX","USGS Texas Water Science Center","nwistx.01.01302670","Sample-Routine","Water","Surface Water",2013-08-21,"12:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-TX WSC Water-Quality Lab, Fort Worth, TX (KIR fwr)","USGS-08057410","A-2380158 TPCN Volumes: 23,24,28 L-2380158 Received August 23, 2013",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.232,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2014-01-07,NA,"Long Term Method Detection Level",0.017,"mg/l",NA,"NWIS",2013-08-21 17:30:00,NA,"Nitrogen Suspended mg/l"
"521","USGS-TX","USGS Texas Water Science Center","nwistx.01.01503284","Sample-Routine","Water","Surface Water",2015-06-23,"11:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057200","MM-43033A",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.1,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2015-07-20,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2015-06-23 16:00:00,NA,"Nitrogen Suspended mg/l"
"522","USGS-TX","USGS Texas Water Science Center","nwistx.01.01300947","Sample-Routine","Water","Surface Water",2013-03-13,"14:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey","USGS-08116650","A-0740035 TPCN VOLUMES: FILTER #1 = 20.0mL  FILTER #2 = 23.5mL  FILTER #3 = 22.0mL, 1 filter used for pesticide",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-95 Teflon bottle",NA,"Nitrogen","Suspended",0.195,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2013-05-07,NA,"Long Term Method Detection Level",0.017,"mg/l",NA,"NWIS",2013-03-13 19:00:00,NA,"Nitrogen Suspended mg/l"
"523","USGS-TX","USGS Texas Water Science Center","nwistx.01.01900913","Sample-Routine","Water","Surface Water",2019-04-02,"12:10:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410","MM-56621A",NA,"Falling stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US D-95 Teflon bottle",NA,"Nitrogen","Suspended",0.16,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2019-05-01,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2019-04-02 17:10:00,NA,"Nitrogen Suspended mg/l"
"524","USGS-TX","USGS Texas Water Science Center","nwistx.01.01600065","Sample-Routine","Water","Surface Water",2015-10-05,"13:20:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057200","L-2800015 DOC btl condition changed to improper preservation, JNV",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.202,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2015-10-14,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2015-10-05 18:20:00,NA,"Nitrogen Suspended mg/l"
"525","USGS-TX","USGS Texas Water Science Center","nwistx.01.01704044","Sample-Routine","Water","Surface Water",2017-09-05,"10:40:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410","L-2490036 Updated date from 2017/08/05 per Trevino.  KB 9/21/17",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.308,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2017-10-17,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2017-09-05 15:40:00,NA,"Nitrogen Suspended mg/l"
"526","USGS-TX","USGS Texas Water Science Center","nwistx.01.01501764","Sample-Routine","Water","Surface Water",2015-04-08,"14:10:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS - Texas Water Science Center","USGS-08057410","MM-41704A",NA,"Falling stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.209,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2015-04-27,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2015-04-08 19:10:00,NA,"Nitrogen Suspended mg/l"
"527","USGS-TX","USGS Texas Water Science Center","nwistx.01.00301238","Sample-Routine","Water","Surface Water",2003-05-07,"09:10:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057200","L-1280042 RU is extra, no asr requests, field values provided, paa, 5/8/03",NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.184,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2003-05-21,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2003-05-07 14:10:00,NA,"Nitrogen Suspended mg/l"
"528","USGS-TX","USGS Texas Water Science Center","nwistx.01.00602241","Sample-Routine","Water","Surface Water",2006-09-11,"15:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","A-2560040 Oxygen Isotope Sample  PIC/TCPN volume-40mL",NA,"Not determined","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.141,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2006-11-01,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2006-09-11 20:00:00,NA,"Nitrogen Suspended mg/l"
"529","USGS-TX","USGS Texas Water Science Center","nwistx.01.01001395","Sample-Routine","Water","Surface Water",2010-09-21,"09:20:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","tech sample;from teflon churn",NA,"Stable, normal stage","Routine sample","30","USGS parameter code 82398","Single vertical","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.191,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2010-11-29,NA,"Laboratory Reporting Level",0.034,"mg/l",NA,"NWIS",2010-09-21 14:20:00,NA,"Nitrogen Suspended mg/l"
"530","USGS-TX","USGS Texas Water Science Center","nwistx.01.00201360","Sample-Routine","Water","Surface Water",2002-05-29,"12:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","A-1540096 pic/tcpn volume 50 ml | L-1540096 recvd 6-01-02",NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.256,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2002-06-18,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2002-05-29 17:30:00,NA,"Nitrogen Suspended mg/l"
"531","USGS-TX","USGS Texas Water Science Center","nwistx.01.01300208","Sample-Routine","Water","Surface Water",2012-10-24,"12:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-TX WSC Water-Quality Lab, Fort Worth, TX (KIR fwr)","USGS-08057200",NA,NA,"Stable, low stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Grab sample",NA,"Nitrogen","Suspended",0.029,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2012-11-19,"below the reporting level but at or above the detection level","Long Term Method Detection Level",0.017,"mg/l",NA,"NWIS",2012-10-24 17:00:00,NA,"Nitrogen Suspended mg/l"
"532","USGS-TX","USGS Texas Water Science Center","nwistx.01.00302171","Sample-Routine","Water","Surface Water",2003-07-16,"09:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057200",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.398,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2003-09-05,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2003-07-16 14:00:00,NA,"Nitrogen Suspended mg/l"
"533","USGS-TX","USGS Texas Water Science Center","nwistx.01.00900824","Sample-Routine","Water","Surface Water",2009-07-13,"14:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","A-1960061 TPCN volume - 30mL L-1960061 proposal CL08013, LC's 8096 and 8097 added per marr, paa, 7/15/09",NA,"Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.195,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2009-09-17,NA,"Laboratory Reporting Level",0.02,"mg/l",NA,"NWIS",2009-07-13 19:30:00,NA,"Nitrogen Suspended mg/l"
"534","USGS-TX","USGS Texas Water Science Center","nwistx.01.00600589","Sample-Routine","Water","Surface Water",2006-04-05,"15:30:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","A-2859508 Oxygen Isotope Sample  PIC/TCPN volume-50 mL L-2859508 Received April 08,2006",NA,"Not determined","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.278,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2006-04-12,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2006-04-05 20:30:00,NA,"Nitrogen Suspended mg/l"
"535","USGS-TX","USGS Texas Water Science Center","nwistx.01.01600066","Sample-Routine","Water","Surface Water",2015-10-05,"11:15:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410","L-2800014 DOC btl condition changed to improper preservation, JNV",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.183,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2015-10-14,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2015-10-05 16:15:00,NA,"Nitrogen Suspended mg/l"
"536","USGS-TX","USGS Texas Water Science Center","nwistx.01.01702271","Sample-Routine","Water","Surface Water",2017-06-06,"11:00:00","CDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057410","MM-51229A",NA,"Falling stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.475,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2017-06-27,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2017-06-06 16:00:00,NA,"Nitrogen Suspended mg/l"
"537","USGS-TX","USGS Texas Water Science Center","nwistx.01.01800752","Sample-Routine","Water","Surface Water",2018-01-08,"10:40:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057200","MM-53610A",NA,"Falling stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.149,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2018-02-07,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2018-01-08 16:40:00,NA,"Nitrogen Suspended mg/l"
"538","USGS-TX","USGS Texas Water Science Center","nwistx.01.01300411","Sample-Routine","Water","Surface Water",2012-12-18,"11:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-TX WSC Water-Quality Lab, Fort Worth, TX (KIR fwr)","USGS-08057410","L-3560019 X = Time on sample 1100    Received December 20, 2012. Updated time from 0000 as per Patricia Ging. 2.8.2013 MKS",NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-95 Teflon bottle",NA,"Nitrogen","Suspended",0.277,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2013-02-05,NA,"Long Term Method Detection Level",0.017,"mg/l",NA,"NWIS",2012-12-18 17:00:00,NA,"Nitrogen Suspended mg/l"
"539","USGS-TX","USGS Texas Water Science Center","nwistx.01.01700827","Sample-Routine","Water","Surface Water",2016-12-06,"10:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","MM-52045A",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-81",NA,"Nitrogen","Suspended",0.736,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2016-12-13,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2016-12-06 16:00:00,NA,"Nitrogen Suspended mg/l"
"540","USGS-TX","USGS Texas Water Science Center","nwistx.01.00500520","Sample-Routine","Water","Surface Water",2005-01-18,"15:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000",NA,NA,"Not determined","Routine sample","30","USGS parameter code 82398","Single vertical","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",1.2,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2005-01-28,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2005-01-18 21:00:00,NA,"Nitrogen Suspended mg/l"
"541","USGS-TX","USGS Texas Water Science Center","nwistx.01.01701404","Sample-Routine","Water","Surface Water",2017-02-07,"10:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08475000","MM-52046A",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-81",NA,"Nitrogen","Suspended",0.695,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2017-02-16,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2017-02-07 16:00:00,NA,"Nitrogen Suspended mg/l"
"542","USGS-TX","USGS Texas Water Science Center","nwistx.01.02001029","Sample-Routine","Water","Surface Water",2020-02-04,"11:40:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey","USGS-08057410","ID-00609A",NA,"Stable, high stage","Routine sample","20","USGS parameter code 82398","Equal discharge increment (edi)","US D-95 Teflon bottle",NA,"Nitrogen","Suspended",0.115,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2020-03-02,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2020-02-04 17:40:00,NA,"Nitrogen Suspended mg/l"
"543","USGS-TX","USGS Texas Water Science Center","nwistx.01.01401057","Sample-Routine","Water","Surface Water",2014-03-05,"12:45:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","USGS-TX WSC Water-Quality Lab, Fort Worth, TX (KIR fwr)","USGS-08057200","A-0660056 TPCN Volumes: 25, 27, 23",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.059,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2014-05-16,"below the reporting level but at or above the detection level","Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2014-03-05 18:45:00,NA,"Nitrogen Suspended mg/l"
"544","USGS-TX","USGS Texas Water Science Center","nwistx.01.00400346","Sample-Routine","Water","Surface Water",2004-02-09,"09:30:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057200",NA,NA,"Stable, normal stage","Routine sample","10","USGS parameter code 82398","Equal width increment (ewi)","US DH-81 with Teflon cap and nozzle",NA,"Nitrogen","Suspended",0.084,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,NA,2004-02-24,NA,"Lower Reporting Limit",0.022,"mg/l",NA,"NWIS",2004-02-09 15:30:00,NA,"Nitrogen Suspended mg/l"
"545","USGS-TX","USGS Texas Water Science Center","nwistx.01.01400907","Sample-Routine","Water","Surface Water",2014-02-12,"13:00:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08116650","A-0450018 Date/time equip last used 1/22/14 @ Rosharon. TPCN 1 =18.5mL, TPCN 2 =18.5mL, TPCN 3 =18.5mL.",NA,"Falling stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","US DH-95 Teflon bottle",NA,"Nitrogen","Suspended",1.19,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2014-04-25,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2014-02-12 19:00:00,NA,"Nitrogen Suspended mg/l"
"546","USGS-TX","USGS Texas Water Science Center","nwistx.01.01601916","Sample-Routine","Water","Surface Water",2016-03-07,"11:40:00","CST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)","U.S. Geological Survey-Water Resources Discipline","USGS-08057200","L-0690015 Changed Proposal Number from CL15 to CL16 per M. King-stockton. JPC 3/9/16",NA,"Stable, normal stage","Routine sample","40","USGS parameter code 82398","Multiple verticals","Weighted-bottle sampler",NA,"Nitrogen","Suspended",0.064,"mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,"49570",NA,NA,NA,NA,NA,"COMB7","USGS","TPN, GF/F, combusion",NA,"USGS-National Water Quality Lab, Denver, CO",2016-03-29,NA,"Long Term Method Detection Level",0.03,"mg/l",NA,"NWIS",2016-03-07 17:40:00,NA,"Nitrogen Suspended mg/l"
