"","total_type","lat","lon","ProviderName","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","ResolvedMonitoringLocationTypeName","HUCEightDigitCode","siteUrl","activityCount","resultCount","StateName","CountyName"
"25","FeatureCollection Feature Point",30.7585166,-91.3959464,"NWIS","USGS-LA","USGS Louisiana Water Science Center","USGS-07373420","MISSISSIPPI R NR ST. FRANCISVILLE, LA","Stream","Stream","08070100","https://www.waterqualitydata.us/data/provider/NWIS/USGS-LA/USGS-07373420/",605,1202,"Louisiana","West Feliciana Parish"
"26","FeatureCollection Feature Point",30.690743,-91.7362262,"NWIS","USGS-LA","USGS Louisiana Water Science Center","USGS-07381495","(COE) Atchafalaya River at Melville, LA","Stream","Stream","08080101","https://www.waterqualitydata.us/data/provider/NWIS/USGS-LA/USGS-07381495/",565,1146,"Louisiana","Pointe Coupee Parish"
"27","FeatureCollection Feature Point",34.6811111,-92.1513889,"NWIS","USGS-AR","USGS Arkansas Water Science Center","USGS-07263620","AR River@David D Terry L&D below Little Rock, AR","Stream","Stream","11110207","https://www.waterqualitydata.us/data/provider/NWIS/USGS-AR/USGS-07263620/",525,1014,"Arkansas","Pulaski County"
"28","FeatureCollection Feature Point",38.7098056,-91.4385,"NWIS","USGS-MO","USGS Missouri Water Science Center","USGS-06934500","Missouri River at Hermann, MO","Stream","Stream","10300200","https://www.waterqualitydata.us/data/provider/NWIS/USGS-MO/USGS-06934500/",637,1267,"Missouri","Montgomery County"
"29","FeatureCollection Feature Point",39.75325,-94.8568333,"NWIS","USGS-MO","USGS Missouri Water Science Center","USGS-06818000","Missouri River at St. Joseph, MO","Stream","Stream","10240011","https://www.waterqualitydata.us/data/provider/NWIS/USGS-MO/USGS-06818000/",583,1119,"Missouri","Buchanan County"
"30","FeatureCollection Feature Point",39.6400278,-93.2736944,"NWIS","USGS-MO","USGS Missouri Water Science Center","USGS-06902000","Grand River near Sumner, MO","Stream","Stream","10280103","https://www.waterqualitydata.us/data/provider/NWIS/USGS-MO/USGS-06902000/",594,1164,"Missouri","Livingston County"
"31","FeatureCollection Feature Point",45.1632981,-93.4366212,"NWIS","USGS-MN","USGS Minnesota Water Science Center","USGS-05287890","ELM CREEK NR CHAMPLIN, MN","Stream","Stream","07010206","https://www.waterqualitydata.us/data/provider/NWIS/USGS-MN/USGS-05287890/",680,1211,"Minnesota","Hennepin County"
"32","FeatureCollection Feature Point",46.9566252,-94.6741707,"NWIS","USGS-MN","USGS Minnesota Water Science Center","USGS-465724094402601","WILLIAMS LAKE NEAR AKELEY, MN","Lake, Reservoir, Impoundment","Lake, Reservoir, Impoundment","07010102","https://www.waterqualitydata.us/data/provider/NWIS/USGS-MN/USGS-465724094402601/",1048,1050,"Minnesota","Hubbard County"
"33","FeatureCollection Feature Point",44.940854,-93.256166,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-27-0014-00-201","POWDERHORN","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-27-0014-00-201/",971,1041,"Minnesota","Hennepin County"
"34","FeatureCollection Feature Point",44.920625,-93.306019,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-27-0016-00-201","HARRIET","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-27-0016-00-201/",2157,2376,"Minnesota","Hennepin County"
"35","FeatureCollection Feature Point",44.907535,-93.24047,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-27-0019-00-203","NOKOMIS","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-27-0019-00-203/",988,1062,"Minnesota","Hennepin County"
"36","FeatureCollection Feature Point",44.939891,-93.310436,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-27-0031-00-204","BDE MAKA SKA (CALHOUN)","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-27-0031-00-204/",1974,2147,"Minnesota","Hennepin County"
"37","FeatureCollection Feature Point",44.982525,-93.323122,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-27-0037-00-102","WIRTH","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-27-0037-00-102/",1091,1091,"Minnesota","Hennepin County"
"38","FeatureCollection Feature Point",44.961482,-93.32013,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-27-0039-00-202","CEDAR","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-27-0039-00-202/",1697,1848,"Minnesota","Hennepin County"
"39","FeatureCollection Feature Point",44.953884,-93.308976,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-27-0040-00-201","LAKE OF THE ISLES","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-27-0040-00-201/",1270,1365,"Minnesota","Hennepin County"
"40","FeatureCollection Feature Point",44.876935,-93.428548,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-27-0067-00-201","BRYANT","Lake","Lake, Reservoir, Impoundment","07020012","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-27-0067-00-201/",1034,1170,"Minnesota","Hennepin County"
"41","FeatureCollection Feature Point",45.110124,-93.013643,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-62-0002-00-207","BALD EAGLE","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-62-0002-00-207/",1120,1182,"Minnesota","Ramsey County"
"42","FeatureCollection Feature Point",45.017113,-93.071596,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-62-0007-00-203","GERVAIS","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-62-0007-00-203/",1482,1482,"Minnesota","Ramsey County"
"43","FeatureCollection Feature Point",44.992753,-93.056277,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-62-0013-00-201","PHALEN","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-62-0013-00-201/",1716,1730,"Minnesota","Ramsey County"
"44","FeatureCollection Feature Point",44.998249,-93.111918,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-62-0054-00-101","McCARRON","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-62-0054-00-101/",2226,2747,"Minnesota","Ramsey County"
"45","FeatureCollection Feature Point",44.979902,-93.141066,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-62-0055-00-201","COMO","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-62-0055-00-201/",1112,1112,"Minnesota","Ramsey County"
"46","FeatureCollection Feature Point",45.038849,-93.123541,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-62-0056-00-212","OWASSO","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-62-0056-00-212/",1186,1342,"Minnesota","Ramsey County"
"47","FeatureCollection Feature Point",45.033216,-93.151771,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-62-0057-00-401","JOSEPHINE","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-62-0057-00-401/",1464,1464,"Minnesota","Ramsey County"
"48","FeatureCollection Feature Point",45.072359,-93.199232,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-62-0067-02-202","South Long","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-62-0067-02-202/",1269,1269,"Minnesota","Ramsey County"
"49","FeatureCollection Feature Point",45.040041,-93.17239,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-62-0078-00-204","JOHANNA","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-62-0078-00-204/",1249,1257,"Minnesota","Ramsey County"
"50","FeatureCollection Feature Point",45.044464,-93.116732,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-62-0082-00-201","WABASSO","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-62-0082-00-201/",1434,1442,"Minnesota","Ramsey County"
"51","FeatureCollection Feature Point",45.044741,-93.226134,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-62-0083-00-204","SILVER","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-62-0083-00-204/",1156,1159,"Minnesota","Ramsey County"
"52","FeatureCollection Feature Point",44.950731,-92.980623,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-82-0115-00-101","TANNERS","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-82-0115-00-101/",999,1021,"Minnesota","Washington County"
"53","FeatureCollection Feature Point",45.06874,-92.97387,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-82-0167-00-234","WHITE BEAR","Lake","Lake, Reservoir, Impoundment","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-82-0167-00-234/",1151,1151,"Minnesota","Washington County"
"54","FeatureCollection Feature Point",45.012778,-93.220278,"STORET","MNPCA","Minnesota Pollution Control Agency - Ambient Surface Water","MNPCA-SS00040","STORM SEWER AT MANHOLE GRATE AT 2337 COOLIDGE ST NE IN MINNEAPOLIS, MN T29N/R23W/S7","Storm Sewer","Facility","07010206","https://www.waterqualitydata.us/data/provider/STORET/MNPCA/MNPCA-SS00040/",567,1090,"Minnesota","Hennepin County"
"55","FeatureCollection Feature Point",38.4897695,-87.5500227,"NWIS","USGS-IN","USGS Indiana Water Science Center","USGS-03374100","WHITE RIVER AT HAZLETON, IN","Stream","Stream","05120202","https://www.waterqualitydata.us/data/provider/NWIS/USGS-IN/USGS-03374100/",751,1246,"Indiana","Gibson County"
"56","FeatureCollection Feature Point",37.2031076,-89.041737,"NWIS","USGS-KY","USGS Kentucky Water Science Center","USGS-03612500","OHIO RIVER AT DAM 53 NEAR GRAND CHAIN, IL","Stream","Stream","05140206","https://www.waterqualitydata.us/data/provider/NWIS/USGS-KY/USGS-03612500/",606,1108,"Illinois","Pulaski County"
"57","FeatureCollection Feature Point",37.2216,-89.462975,"NWIS","USGS-MO","USGS Missouri Water Science Center","USGS-07022000","Mississippi River at Thebes, IL","Stream","Stream","07140105","https://www.waterqualitydata.us/data/provider/NWIS/USGS-MO/USGS-07022000/",619,1251,"Illinois","Alexander County"
"58","FeatureCollection Feature Point",35.3931392,-89.509242,"NWIS","USGS-TN","USGS Tennessee Water Science Center","USGS-07030242","E. BEAVER CR CAN. TRIB AT WILLIAMS FARM NR BELMONT","Stream","Stream","08010209","https://www.waterqualitydata.us/data/provider/NWIS/USGS-TN/USGS-07030242/",955,1045,"Tennessee","Fayette County"
"59","FeatureCollection Feature Point",35.3495296,-89.6748023,"NWIS","USGS-TN","USGS Tennessee Water Science Center","USGS-07030249","MID. BEAVER CR CANAL TRIB AT WILSON FARM NR MADGE","Stream","Stream","08010209","https://www.waterqualitydata.us/data/provider/NWIS/USGS-TN/USGS-07030249/",851,1040,"Tennessee","Shelby County"
"60","FeatureCollection Feature Point",44.49,-88.1811111,"NWIS","USGS-WI","USGS Wisconsin Water Science Center","USGS-04072076","SILVER CREEK AT FLORIST DRIVE AT ONEIDA, WI","Stream","Stream","04030204","https://www.waterqualitydata.us/data/provider/NWIS/USGS-WI/USGS-04072076/",826,1085,"Wisconsin","Brown County"
"61","FeatureCollection Feature Point",43.8161111,-88.9283333,"NWIS","USGS-WI","USGS Wisconsin Water Science Center","USGS-04073462","WHITE CREEK AT SPRING GROVE ROAD NR GREEN LAKE, WI","Stream","Stream","04030201","https://www.waterqualitydata.us/data/provider/NWIS/USGS-WI/USGS-04073462/",1838,2347,"Wisconsin","Green Lake County"
"62","FeatureCollection Feature Point",43.8583156,-88.871501,"NWIS","USGS-WI","USGS Wisconsin Water Science Center","USGS-040734644","SILVER CREEK AT SOUTH KORO ROAD NEAR RIPON, WI","Stream","Stream","04030201","https://www.waterqualitydata.us/data/provider/NWIS/USGS-WI/USGS-040734644/",1186,1187,"Wisconsin","Fond du Lac County"
"63","FeatureCollection Feature Point",43.8244444,-88.9266667,"NWIS","USGS-WI","USGS Wisconsin Water Science Center","USGS-04073468","GREEN LAKE INLET AT CT HIGHWAY A NR GREEN LAKE, WI","Stream","Stream","04030201","https://www.waterqualitydata.us/data/provider/NWIS/USGS-WI/USGS-04073468/",1877,1964,"Wisconsin","Green Lake County"
"64","FeatureCollection Feature Point",44.3055449,-88.1712146,"NWIS","USGS-WI","USGS Wisconsin Water Science Center","USGS-04084911","PLUM CREEK NEAR WRIGHTSTOWN, WI","Stream","Stream","04030204","https://www.waterqualitydata.us/data/provider/NWIS/USGS-WI/USGS-04084911/",1145,1385,"Wisconsin","Brown County"
"65","FeatureCollection Feature Point",44.4224931,-87.9400994,"NWIS","USGS-WI","USGS Wisconsin Water Science Center","USGS-04085119","BOWER CREEK @ COUNTY TRNK HIGHWAY MM NR DE PERE,WI","Stream","Stream","04030204","https://www.waterqualitydata.us/data/provider/NWIS/USGS-WI/USGS-04085119/",996,1042,"Wisconsin","Brown County"
"66","FeatureCollection Feature Point",43.7888889,-87.9213889,"NWIS","USGS-WI","USGS Wisconsin Water Science Center","USGS-040857005","OTTER CREEK AT WILLOW ROAD NEAR PLYMOUTH, WI","Stream","Stream","04030101","https://www.waterqualitydata.us/data/provider/NWIS/USGS-WI/USGS-040857005/",1661,1879,"Wisconsin","Sheboygan County"
"67","FeatureCollection Feature Point",43.2088889,-89.3525,"NWIS","USGS-WI","USGS Wisconsin Water Science Center","USGS-05427718","YAHARA RIVER AT WINDSOR, WI","Stream","Stream","07090002","https://www.waterqualitydata.us/data/provider/NWIS/USGS-WI/USGS-05427718/",3521,3597,"Wisconsin","Dane County"
"68","FeatureCollection Feature Point",43.1508333,-89.4019444,"NWIS","USGS-WI","USGS Wisconsin Water Science Center","USGS-05427850","YAHARA RIVER AT STATE HIGHWAY 113 AT MADISON, WI","Stream","Stream","07090002","https://www.waterqualitydata.us/data/provider/NWIS/USGS-WI/USGS-05427850/",1047,1049,"Wisconsin","Dane County"
"69","FeatureCollection Feature Point",43.1111111,-89.5361111,"NWIS","USGS-WI","USGS Wisconsin Water Science Center","USGS-05427943","PHEASANT BRANCH AT AIRPORT ROAD NEAR MIDDLETON, WI","Stream","Stream","07090002","https://www.waterqualitydata.us/data/provider/NWIS/USGS-WI/USGS-05427943/",1050,1050,"Wisconsin","Dane County"
"70","FeatureCollection Feature Point",43.1033333,-89.5116667,"NWIS","USGS-WI","USGS Wisconsin Water Science Center","USGS-05427948","PHEASANT BRANCH AT MIDDLETON, WI","Stream","Stream","07090002","https://www.waterqualitydata.us/data/provider/NWIS/USGS-WI/USGS-05427948/",3523,3829,"Wisconsin","Dane County"
"71","FeatureCollection Feature Point",42.6508485,-88.5509338,"NWIS","USGS-WI","USGS Wisconsin Water Science Center","USGS-054310157","JACKSON CREEK TRIBUTARY NEAR ELKHORN, WI","Stream","Stream","07090002","https://www.waterqualitydata.us/data/provider/NWIS/USGS-WI/USGS-054310157/",4885,5260,"Wisconsin","Walworth County"
"72","FeatureCollection Feature Point",42.6408333,-88.5608333,"NWIS","USGS-WI","USGS Wisconsin Water Science Center","USGS-05431016","JACKSON CREEK AT MOUND ROAD NEAR ELKHORN, WI","Stream","Stream","07090002","https://www.waterqualitydata.us/data/provider/NWIS/USGS-WI/USGS-05431016/",3037,3149,"Wisconsin","Walworth County"
"73","FeatureCollection Feature Point",42.6211265,-88.5826011,"NWIS","USGS-WI","USGS Wisconsin Water Science Center","USGS-05431017","DELAVAN LAKE INLET AT STATE HWY 50 AT LAKE LAWN,WI","Stream","Stream","07090002","https://www.waterqualitydata.us/data/provider/NWIS/USGS-WI/USGS-05431017/",3022,3219,"Wisconsin","Walworth County"
"74","FeatureCollection Feature Point",42.6147374,-88.6248244,"NWIS","USGS-WI","USGS Wisconsin Water Science Center","USGS-05431022","DELAVAN LAKE OUTLET AT BORG ROAD NEAR DELAVAN, WI","Stream","Stream","07090002","https://www.waterqualitydata.us/data/provider/NWIS/USGS-WI/USGS-05431022/",2046,2197,"Wisconsin","Walworth County"
"75","FeatureCollection Feature Point",42.8747222,-89.7991667,"NWIS","USGS-WI","USGS Wisconsin Water Science Center","USGS-05432927","PLEASANT VALLEY CREEK @ CTH H NR BLANCHARDVILLE,WI","Stream","Stream","07090003","https://www.waterqualitydata.us/data/provider/NWIS/USGS-WI/USGS-05432927/",665,1060,"Wisconsin","Dane County"
"76","FeatureCollection Feature Point",42.5989044,-88.6139907,"NWIS","USGS-WI","USGS Wisconsin Water Science Center","USGS-423556088365001","DELAVAN LAKE AT CENTER NEAR DELAVAN LAKE, WI","Lake, Reservoir, Impoundment","Lake, Reservoir, Impoundment","07090002","https://www.waterqualitydata.us/data/provider/NWIS/USGS-WI/USGS-423556088365001/",1483,1535,"Wisconsin","Walworth County"
"77","FeatureCollection Feature Point",42.7333481,-87.0001045,"STORET","EPA_GLNPO","EPA Great Lakes National Program","EPA_GLNPO-MI18M","MI18M","Great Lake","Lake, Reservoir, Impoundment","04060200","https://www.waterqualitydata.us/data/provider/STORET/EPA_GLNPO/EPA_GLNPO-MI18M/",738,1471,"Michigan","Allegan County"
"78","FeatureCollection Feature Point",43.6029263,-86.9569523,"STORET","EPA_GLNPO","EPA Great Lakes National Program","EPA_GLNPO-MI27M","MI27M","Great Lake","Lake, Reservoir, Impoundment","04060200","https://www.waterqualitydata.us/data/provider/STORET/EPA_GLNPO/EPA_GLNPO-MI27M/",610,1216,"Michigan","Oceana County"
"79","FeatureCollection Feature Point",44.5333889,-88.1296944,"NWIS","USGS-WI","USGS Wisconsin Water Science Center","USGS-04072150","DUCK CREEK NEAR HOWARD, WI","Stream","Stream","04030204","https://www.waterqualitydata.us/data/provider/NWIS/USGS-WI/USGS-04072150/",716,1115,"Wisconsin","Brown County"
"80","FeatureCollection Feature Point",44.5011042,-87.9362121,"NWIS","USGS-WI","USGS Wisconsin Water Science Center","USGS-040851325","BAIRD CREEK AT SUPERIOR ROAD AT GREEN BAY, WI","Stream","Stream","04030204","https://www.waterqualitydata.us/data/provider/NWIS/USGS-WI/USGS-040851325/",1154,1477,"Wisconsin","Brown County"
"81","FeatureCollection Feature Point",44.7018333,-86.115,"STORET","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-SLBE_PL_01","Platte Lake at 90 Foot Basin","Lake","Lake, Reservoir, Impoundment","04060104","https://www.waterqualitydata.us/data/provider/STORET/11NPSWRD_WQX/11NPSWRD_WQX-SLBE_PL_01/",3885,3885,"Michigan","Benzie County"
