"","total_type","lat","lon","ProviderName","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","ResolvedMonitoringLocationTypeName","HUCEightDigitCode","siteUrl","activityCount","resultCount","StateName","CountyName"
"11","FeatureCollection Feature Point",39.1666718,-120.143898,"STORET","21NEV1_WQX","Nevada Division of Environmental Protection","21NEV1_WQX-NV06-101-M-001","Truckee River @ Tahoe City","River/Stream","Stream","16050102","https://www.waterqualitydata.us/data/provider/STORET/21NEV1_WQX/21NEV1_WQX-NV06-101-M-001/",161,161,"California","Placer County"
"12","FeatureCollection Feature Point",39.3093414,-120.2052002,"STORET","21NEV1_WQX","Nevada Division of Environmental Protection","21NEV1_WQX-NV06-102-M-001","Truckee River above Donner Creek","River/Stream","Stream","16050102","https://www.waterqualitydata.us/data/provider/STORET/21NEV1_WQX/21NEV1_WQX-NV06-102-M-001/",147,147,"California","Placer County"
"13","FeatureCollection Feature Point",39.3486099,-120.1194,"STORET","21NEV1_WQX","Nevada Division of Environmental Protection","21NEV1_WQX-NV06-102-M-002","Truckee River above Martis Creek","River/Stream","Stream","16050102","https://www.waterqualitydata.us/data/provider/STORET/21NEV1_WQX/21NEV1_WQX-NV06-102-M-002/",143,143,"California","Nevada County"
"14","FeatureCollection Feature Point",39.3533897,-120.1228027,"STORET","21NEV1_WQX","Nevada Division of Environmental Protection","21NEV1_WQX-NV06-102-M-003","Truckee River below Martis Creek","River/Stream","Stream","16050102","https://www.waterqualitydata.us/data/provider/STORET/21NEV1_WQX/21NEV1_WQX-NV06-102-M-003/",150,150,"California","Nevada County"
"15","FeatureCollection Feature Point",39.365551,-120.0746994,"STORET","21NEV1_WQX","Nevada Division of Environmental Protection","21NEV1_WQX-NV06-102-M-004","Truckee River above Juniper Creek","River/Stream","Stream","16050102","https://www.waterqualitydata.us/data/provider/STORET/21NEV1_WQX/21NEV1_WQX-NV06-102-M-004/",142,142,"California","Nevada County"
"16","FeatureCollection Feature Point",39.4212799,-120.0326996,"STORET","21NEV1_WQX","Nevada Division of Environmental Protection","21NEV1_WQX-NV06-102-M-005","Truckee River @ Farad","River/Stream","Stream","16050102","https://www.waterqualitydata.us/data/provider/STORET/21NEV1_WQX/21NEV1_WQX-NV06-102-M-005/",178,178,"California","Nevada County"
"17","FeatureCollection Feature Point",36.9739,-121.903,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-304APT","Aptos Creek at Spreckles Drive","River/Stream","Stream","18060015","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-304APT/",112,112,"California","Santa Cruz County"
"18","FeatureCollection Feature Point",37.1658,-122.36,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-304GAZ","Gazos Creek Lagoon at Highway 1","River/Stream","Stream","18050006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-304GAZ/",109,109,"California","San Mateo County"
"19","FeatureCollection Feature Point",36.9697,-122.022,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-304LOR","San Lorenzo Estuary at Laurel Street","River/Stream","Stream","18060015","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-304LOR/",130,130,"California","Santa Cruz County"
"20","FeatureCollection Feature Point",37.0405,-122.228,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-304SCO","Scott Creek Lagoon at Highway 1","River/Stream","Stream","18050006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-304SCO/",120,120,"California","Santa Cruz County"
"21","FeatureCollection Feature Point",36.9801,-121.956,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-304SOK","Soquel Creek at Knob Hill Parking Lot","River/Stream","Stream","18060015","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-304SOK/",88,88,"California","Santa Cruz County"
"22","FeatureCollection Feature Point",37.0964,-122.277,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-304WAD","Waddell Creek Lagoon at Highway 1","River/Stream","Stream","18050006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-304WAD/",115,115,"California","Santa Cruz County"
"23","FeatureCollection Feature Point",36.9599,-121.535,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-305CAN","Carnadero Creek upstream of Pajaro River","River/Stream","Stream","18060002","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-305CAN/",68,68,"California","Santa Clara County"
"24","FeatureCollection Feature Point",36.9003,-121.596,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-305CHI","Pajaro River at Chittenden Gap","River/Stream","Stream","18060002","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-305CHI/",173,173,"California","San Benito County"
"25","FeatureCollection Feature Point",36.9128,-121.744,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-305COR","Salsipuedes Creek downstream of Corralitos Creek","River/Stream","Stream","18060002","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-305COR/",127,127,"California","Santa Cruz County"
"26","FeatureCollection Feature Point",36.9634,-121.491,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-305FRA","Pajaro River at Frazier Lake Road","River/Stream","Stream","18060002","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-305FRA/",127,127,"California","San Benito County"
"27","FeatureCollection Feature Point",36.9767,-121.51,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-305FUF","Furlong Creek at Frazier Lake Road","River/Stream","Stream","18060002","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-305FUF/",74,74,"California","Santa Clara County"
"28","FeatureCollection Feature Point",36.9893,-121.533,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-305LCS","Llagas Creek @ Southside","River/Stream","Stream","18060002","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-305LCS/",107,107,"California","Santa Clara County"
"29","FeatureCollection Feature Point",36.9763,-121.511,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-305LLA","Llagas Creek at Bloomfield Avenue","River/Stream","Stream","18060002","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-305LLA/",52,52,"California","Santa Clara County"
"30","FeatureCollection Feature Point",36.9044,-121.75,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-305PJP","Pajaro River at Porter/Main","River/Stream","Stream","18060002","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-305PJP/",154,154,"California","Monterey County"
"31","FeatureCollection Feature Point",36.8754,-121.561,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-305SJA","San Juan Creek @ Anzar Rd","River/Stream","Stream","18060002","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-305SJA/",121,121,"California","San Benito County"
"32","FeatureCollection Feature Point",36.8798,-121.792,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-305THU","Pajaro River at Thurwachter Bridge","River/Stream","Stream","18060002","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-305THU/",154,154,"California","Monterey County"
"33","FeatureCollection Feature Point",36.9425,-121.445,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-305TSR","Tequisquita Slough upstream Pajaro River @ Shore Rd","River/Stream","Stream","18060002","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-305TSR/",109,109,"California","San Benito County"
"34","FeatureCollection Feature Point",36.8905,-121.801,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-305WSA","Watsonville Slough upstream Harkins Slough","River/Stream","Stream","18060002","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-305WSA/",86,86,"California","Santa Cruz County"
"35","FeatureCollection Feature Point",36.5364,-121.912,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-307CML","Carmel River at Highway 1","River/Stream","Stream","18060006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-307CML/",67,67,"California","Monterey County"
"36","FeatureCollection Feature Point",36.0709,-121.598,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-308BGC","Big Creek at Highway 1","River/Stream","Stream","18060006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-308BGC/",90,90,"California","Monterey County"
"37","FeatureCollection Feature Point",36.2866,-121.843,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-308BSR","Big Sur River at Andrew Molera foot bridge","River/Stream","Stream","18060006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-308BSR/",78,78,"California","Monterey County"
"38","FeatureCollection Feature Point",36.3328,-121.884,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-308LSR","Little Sur River @ Hwy 1","River/Stream","Stream","18060006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-308LSR/",75,75,"California","Monterey County"
"39","FeatureCollection Feature Point",35.8937,-121.46,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-308WLO","Willow Creek at Highway 1","River/Stream","Stream","18060006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-308WLO/",52,52,"California","Monterey County"
"40","FeatureCollection Feature Point",36.6902,-121.68,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-309ALD","Salinas Reclamation Canal @ Boranda Rd","River/Stream","Stream","18060015","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-309ALD/",52,52,"California","Monterey County"
"41","FeatureCollection Feature Point",36.6568,-121.614,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-309ALG","Salinas Reclamation Canal @ La Guardia","River/Stream","Stream","18060005","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-309ALG/",116,116,"California","Monterey County"
"42","FeatureCollection Feature Point",36.7255,-121.73,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-309ASB","Alisal Slough @ White Barn","River/Stream","Stream","18060015","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-309ASB/",115,115,"California","Monterey County"
"43","FeatureCollection Feature Point",36.7085,-121.749,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-309BLA","Blanco Drain below Pump","River/Stream","Stream","18060005","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-309BLA/",121,121,"California","Monterey County"
"44","FeatureCollection Feature Point",36.5597,-121.51,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-309CCD","Chualar Creek west of Highway 101","River/Stream","Stream","18060005","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-309CCD/",95,95,"California","Monterey County"
"45","FeatureCollection Feature Point",36.6468,-121.701,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-309DAV","Salinas River at Davis Road","River/Stream","Stream","18060005","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-309DAV/",143,143,"California","Monterey County"
"46","FeatureCollection Feature Point",36.7368,-121.734,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-309ESP","Espinosa Slough upstream of Alisal Slough","River/Stream","Stream","18060015","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-309ESP/",119,119,"California","Monterey County"
"47","FeatureCollection Feature Point",36.3377,-121.205,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-309GRN","Salinas River Elm Road in Greenfield","River/Stream","Stream","18060005","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-309GRN/",95,95,"California","Monterey County"
"48","FeatureCollection Feature Point",36.7025,-121.709,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-309JON","Salinas Reclamation Canal @ San Jon Rd","River/Stream","Stream","18060015","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-309JON/",121,121,"California","Monterey County"
"49","FeatureCollection Feature Point",36.7518,-121.742,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-309MER","Merrit Ditch upstream from Hwy 183","River/Stream","Stream","18060015","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-309MER/",121,121,"California","Monterey County"
"50","FeatureCollection Feature Point",36.7962,-121.782,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-309MOR","Moro Cojo Slough @ Hwy 1","Estuary","Estuary","18060015","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-309MOR/",155,155,"California","Monterey County"
"51","FeatureCollection Feature Point",36.7081,-121.6,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-309NAD","Natividad Creek upstream from Salinas Reclamation Canal","River/Stream","Stream","18060015","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-309NAD/",82,82,"California","Monterey County"
"52","FeatureCollection Feature Point",36.7723,-121.788,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-309OLD","Old Salinas River at Monterey Dunes Way","Estuary","Estuary","18060015","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-309OLD/",283,283,"California","Monterey County"
"53","FeatureCollection Feature Point",36.6096,-121.561,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-309QUI","Quail Creek @ Hwy 101","River/Stream","Stream","18060005","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-309QUI/",87,87,"California","Monterey County"
"54","FeatureCollection Feature Point",36.5538,-121.548,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-309SAC","Salinas River at Chualar River Road","River/Stream","Stream","18060005","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-309SAC/",65,65,"California","Monterey County"
"55","FeatureCollection Feature Point",36.7722,-121.787,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-309TDW","Tembladero Slough at Monterey Dunes Way","River/Stream","Stream","18060015","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-309TDW/",138,138,"California","Monterey County"
"56","FeatureCollection Feature Point",36.7593,-121.755,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-309TEH","Tembladero Slough @ Haro","River/Stream","Stream","18060015","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-309TEH/",121,121,"California","Monterey County"
"57","FeatureCollection Feature Point",35.7083,-121.303,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-310ADC","Arroyo de la Cruz at Highway 1","River/Stream","Stream","18060006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-310ADC/",62,62,"California","San Luis Obispo County"
"58","FeatureCollection Feature Point",35.0952,-120.606,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-310ARG","Arroyo Grande Creek at 22nd Street","River/Stream","Stream","18060006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-310ARG/",113,113,"California","San Luis Obispo County"
"59","FeatureCollection Feature Point",35.3575,-120.812,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-310CCC","Chorro Creek upstream from Chorro Flats","River/Stream","Stream","18060006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-310CCC/",102,102,"California","San Luis Obispo County"
"60","FeatureCollection Feature Point",35.1403,-120.635,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-310PIS","Pismo Creek above Highway 101, Frady Lane Bridge","River/Stream","Stream","18060006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-310PIS/",129,129,"California","San Luis Obispo County"
"61","FeatureCollection Feature Point",35.2469,-120.682,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-310PRE","Prefumo Creek  @ Calle Joaquin","River/Stream","Stream","18060006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-310PRE/",160,160,"California","San Luis Obispo County"
"62","FeatureCollection Feature Point",35.1883,-120.718,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-310SLB","San Luis Obispo Creek at San Luis Bay Drive","River/Stream","Stream","18060006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-310SLB/",152,152,"California","San Luis Obispo County"
"63","FeatureCollection Feature Point",35.568,-121.103,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-310SRO","Santa Rosa Ck at Moonstone Beach Drive","River/Stream","Stream","18060006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-310SRO/",99,99,"California","San Luis Obispo County"
"64","FeatureCollection Feature Point",35.5945,-121.121,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-310SSC","San Simeon Creek at State Park foot bridge","River/Stream","Stream","18060006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-310SSC/",131,131,"California","San Luis Obispo County"
"65","FeatureCollection Feature Point",35.3542,-120.827,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-310TWB","Chorro Creek at South Bay Boulevard","River/Stream","Stream","18060006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-310TWB/",131,131,"California","San Luis Obispo County"
"66","FeatureCollection Feature Point",35.1245,-120.569,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-310USG","Arroyo Grande Creek @ old USGS gage","River/Stream","Stream","18060006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-310USG/",121,121,"California","San Luis Obispo County"
"67","FeatureCollection Feature Point",35.3207,-120.806,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-310WRP","Warden Creek @ Wetlands Restoration Preserve","River/Stream","Stream","18060006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-310WRP/",153,153,"California","San Luis Obispo County"
"68","FeatureCollection Feature Point",34.9454,-120.417,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-312BCJ","Bradley Channel @ Jones St","River/Stream","Stream","18060008","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-312BCJ/",113,113,"California","Santa Barbara County"
"69","FeatureCollection Feature Point",34.942,-120.557,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-312GVS","Green Valley @ Simas Rd","River/Stream","Stream","18060008","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-312GVS/",63,63,"California","Santa Barbara County"
"70","FeatureCollection Feature Point",34.9552,-120.487,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-312MSD","Main Street Canal at Main Street Crossing","River/Stream","Stream","18060008","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-312MSD/",140,140,"California","Santa Barbara County"
"71","FeatureCollection Feature Point",35.0164,-120.586,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-312OFC","Oso Flaco Creek at Oso Flaco Lake Road","River/Stream","Stream","18060006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-312OFC/",143,143,"California","San Luis Obispo County"
"72","FeatureCollection Feature Point",35.0228,-120.586,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-312OFN","Little Oso Flaco Creek @ railroad trestles","River/Stream","Stream","18060006","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-312OFN/",135,135,"California","San Luis Obispo County"
"73","FeatureCollection Feature Point",34.9576,-120.631,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-312ORC","Orcutt Creek at sand plant above Santa Maria River","River/Stream","Stream","18060008","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-312ORC/",148,148,"California","Santa Barbara County"
"74","FeatureCollection Feature Point",34.9414,-120.573,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-312ORI","Orcutt Creek @ Hwy 1","River/Stream","Stream","18060008","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-312ORI/",149,149,"California","Santa Barbara County"
"75","FeatureCollection Feature Point",34.9638,-120.642,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-312SMA","Santa Maria River above Estuary","River/Stream","Stream","18060008","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-312SMA/",257,257,"California","Santa Barbara County"
"76","FeatureCollection Feature Point",34.7823,-120.53,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-313SAI","San Antonio Creek at San Antonio Rd West","River/Stream","Stream","18060009","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-313SAI/",131,131,"California","Santa Barbara County"
"77","FeatureCollection Feature Point",34.6721,-120.492,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-314SYF","Santa Ynez River at Floradale Rd","River/Stream","Stream","18060010","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-314SYF/",92,92,"California","Santa Barbara County"
"78","FeatureCollection Feature Point",34.6766,-120.553,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-314SYN","Santa Ynez River at 13th Street","River/Stream","Stream","18060010","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-314SYN/",185,185,"California","Santa Barbara County"
"79","FeatureCollection Feature Point",34.5122,-120.498,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-315JAL","Jalama Creek at County Park at RR trussels","River/Stream","Stream","18060013","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-315JAL/",85,85,"California","Santa Barbara County"
"80","FeatureCollection Feature Point",36.9547,-121.771,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-PintoLake_Buoy2","Pinto Lake Monitoring Buoy 2","Other-Surface Water","Aggregate surface-water-use","18060002","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-PintoLake_Buoy2/",237,237,"California","Santa Cruz County"
"81","FeatureCollection Feature Point",39.0674,-120.126,"STORET","CEDEN","California State Water Resources Control Board","CEDEN-RSWMP_TA","Tahoma","Other-Surface Water","Aggregate surface-water-use","16050101","https://www.waterqualitydata.us/data/provider/STORET/CEDEN/CEDEN-RSWMP_TA/",76,76,"California","El Dorado County"
"82","FeatureCollection Feature Point",34.6066167,-120.0898667,"STORET","SYCEO_WQX","Santa Ynez Band of Chumash Indians","SYCEO_WQX-ZDC-3","Zanja de Cota Creek Mid-point","River/Stream Perennial","Stream","18060010","https://www.waterqualitydata.us/data/provider/STORET/SYCEO_WQX/SYCEO_WQX-ZDC-3/",64,64,"California","Santa Barbara County"
"83","FeatureCollection Feature Point",34.6096333,-120.0870333,"STORET","SYCEO_WQX","Santa Ynez Band of Chumash Indians","SYCEO_WQX-ZDC-5","Zanja de Cota Creek West Fork Upstream","River/Stream Perennial","Stream","18060010","https://www.waterqualitydata.us/data/provider/STORET/SYCEO_WQX/SYCEO_WQX-ZDC-5/",65,65,"California","Santa Barbara County"
"84","FeatureCollection Feature Point",34.5934167,-120.0937167,"STORET","SYCEO_WQX","Santa Ynez Band of Chumash Indians","SYCEO_WQX-ZDC-7","Zanja de Cota Creek Downstream","River/Stream Perennial","Stream","18060010","https://www.waterqualitydata.us/data/provider/STORET/SYCEO_WQX/SYCEO_WQX-ZDC-7/",102,102,"California","Santa Barbara County"
"85","FeatureCollection Feature Point",42.0808889,-121.8446389,"NWIS","USGS-OR","USGS Oregon Water Science Center","USGS-11509200","ADY CANAL AT HIGHWAY 97, NEAR WORDEN, OR","Stream: Canal","Stream","18010204","https://www.waterqualitydata.us/data/provider/NWIS/USGS-OR/USGS-11509200/",57,57,"Oregon","Klamath County"
"86","FeatureCollection Feature Point",42.1279222,-121.9288964,"NWIS","USGS-OR","USGS Oregon Water Science Center","USGS-11509370","KLAMATH RIVER ABOVE KENO DAM, AT KENO, OR","Stream","Stream","18010204","https://www.waterqualitydata.us/data/provider/NWIS/USGS-OR/USGS-11509370/",59,59,"Oregon","Klamath County"
"87","FeatureCollection Feature Point",42.0806306,-121.8458,"NWIS","USGS-OR","USGS Oregon Water Science Center","USGS-420450121504500","KLAMATH STRAITS DRAIN AT HIGHWAY 97, OR","Stream","Stream","18010204","https://www.waterqualitydata.us/data/provider/NWIS/USGS-OR/USGS-420450121504500/",62,62,"Oregon","Klamath County"
"88","FeatureCollection Feature Point",42.1480556,-121.848611,"NWIS","USGS-OR","USGS Oregon Water Science Center","USGS-420853121505500","KLAMATH RIVER AT MILLER ISLAND BOAT RAMP, OR","Stream","Stream","18010204","https://www.waterqualitydata.us/data/provider/NWIS/USGS-OR/USGS-420853121505500/",53,53,"Oregon","Klamath County"
"89","FeatureCollection Feature Point",42.3846892,-121.9286044,"NWIS","USGS-OR","USGS Oregon Water Science Center","USGS-422305121553800","MID-TRENCH - LOWER   -  MDTL","Lake, Reservoir, Impoundment","Lake, Reservoir, Impoundment","18010203","https://www.waterqualitydata.us/data/provider/NWIS/USGS-OR/USGS-422305121553800/",75,75,"Oregon","Klamath County"
