"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","ActivityStartDateTime","ActivityEndDateTime","param"
"11","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN00645","Sample-Routine","Water",NA,2010-03-16,"12:30:54","CDT",2010-03-16,"16:00:54","CDT",NA,NA,NA,NA,NA,NA,NA,"WQM10","Kaw Nation","KAWNATON_WQX-KN-BB1",NA,NA,NA,NA,"KN_WATER_ROUTINE","KNED","Standard Water Sampling","Kemmerer Bottle",NA,"Nitrogen","Total","3.33","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the LR Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2010-03-16,NA,NA,NA,NA,NA,"STORET",2010-03-16 17:30:54,2010-03-16 21:00:54,"Nitrogen Total mg/l"
"12","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN00645","Sample-Routine","Water",NA,2010-03-16,"12:30:54","CDT",2010-03-16,"16:00:54","CDT",NA,NA,NA,NA,NA,NA,NA,"WQM10","Kaw Nation","KAWNATON_WQX-KN-BB1",NA,NA,NA,NA,"KN_WATER_ROUTINE","KNED","Standard Water Sampling","Kemmerer Bottle",NA,"Nitrogen","Total","3.51","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the LR Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2010-03-16,NA,NA,NA,NA,NA,"STORET",2010-03-16 17:30:54,2010-03-16 21:00:54,"Nitrogen Total mg/l"
"13","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN00944","Sample-Routine","Water",NA,2010-08-31,"10:00:37","CDT",2010-08-31,"16:30:37","CDT",NA,NA,NA,NA,NA,NA,NA,"WQM10","Kaw Nation","KAWNATON_WQX-KN-BB1",NA,NA,NA,NA,"KN_WATER_ROUTINE","KNED","Standard Water Sampling","Kemmerer Bottle",NA,"Nitrogen","Total","0.134","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the LR Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2010-08-31,NA,NA,NA,NA,NA,"STORET",2010-08-31 15:00:37,2010-08-31 21:30:37,"Nitrogen Total mg/l"
"14","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN00930","Sample-Routine","Water",NA,2010-07-21,"12:30:33","CDT",2010-07-21,"04:30:33","CDT",NA,NA,NA,NA,NA,NA,NA,"WQM10","Kaw Nation","KAWNATON_WQX-KN-KL-002",NA,NA,NA,NA,"KN_WATER_ROUTINE","KNED","Standard Water Sampling","Kemmerer Bottle",NA,"Nitrogen","Total","2.11","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the LR Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2010-07-21,NA,NA,NA,NA,NA,"STORET",2010-07-21 17:30:33,2010-07-21 09:30:33,"Nitrogen Total mg/l"
"15","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN01277","Sample-Routine","Water",NA,2011-04-26,"03:30:20","CDT",2011-06-26,"04:00:57","CDT",NA,NA,NA,NA,NA,NA,NA,"WQM11","Kaw Nation","KAWNATON_WQX-KN-PL-001",NA,NA,NA,NA,"KN_WATER_ROUTINE","KNED","Standard Water Sampling","Kemmerer Bottle",NA,"Nitrogen","Total","3.30","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the High Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2011-04-29,NA,NA,NA,NA,NA,"STORET",2011-04-26 08:30:20,2011-06-26 09:00:57,"Nitrogen Total mg/l"
"16","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN00935","Sample-Routine","Water",NA,2010-07-22,"09:00:37","CDT",2010-07-22,"15:30:37","CDT",NA,NA,NA,NA,NA,NA,NA,"WQM10","Kaw Nation","KAWNATON_WQX-KN-AR-001",NA,NA,NA,NA,"KN_WATER_ROUTINE","KNED","Standard Water Sampling","Kemmerer Bottle",NA,"Nitrogen","Total","5.74","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the High Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2010-07-22,NA,NA,NA,NA,NA,"STORET",2010-07-22 14:00:37,2010-07-22 20:30:37,"Nitrogen Total mg/l"
"17","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN00305","Sample-Routine","Water",NA,2009-12-15,"10:00:42","CDT",2009-12-15,"16:00:42","CDT",NA,NA,NA,NA,NA,NA,NA,"EPABEACH;WQM09","Kaw Nation","KAWNATON_WQX-KN-KL-005",NA,NA,NA,NA,"KN_WATER_ROUTINE","KNED","Standard Water Sampling","Kemmerer Bottle",NA,"Nitrogen","Total","1.00","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the LR Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2009-12-15,NA,NA,NA,NA,NA,"STORET",2009-12-15 15:00:42,2009-12-15 21:00:42,"Nitrogen Total mg/l"
"18","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN00211","Sample-Routine","Water",NA,2009-03-26,"10:45:08","CDT",2009-03-26,"10:45:08","CDT",NA,NA,NA,NA,NA,NA,NA,"WQM09","Kaw Nation","KAWNATON_WQX-KN-KL-001",NA,NA,NA,NA,"KN_WATER_ROUTINE","KNED","Standard Water Sampling","Kemmerer Bottle",NA,"Nitrogen","Total","3.62","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the High Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2009-03-26,NA,NA,NA,NA,NA,"STORET",2009-03-26 15:45:08,2009-03-26 15:45:08,"Nitrogen Total mg/l"
"19","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN00218","Sample-Routine","Water",NA,2009-03-11,"10:45:08","CDT",2009-03-11,"10:45:08","CDT",NA,NA,NA,NA,NA,NA,NA,"WQM09","Kaw Nation","KAWNATON_WQX-KN-BB1",NA,NA,NA,NA,"KN_WATER_ROUTINE","KNED","Standard Water Sampling","Kemmerer Bottle",NA,"Nitrogen","Total","8.49","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the High Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2009-03-09,NA,NA,NA,NA,NA,"STORET",2009-03-11 15:45:08,2009-03-11 15:45:08,"Nitrogen Total mg/l"
"20","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN00952","Sample-Routine","Water",NA,2010-09-15,"09:30:37","CDT",2010-09-15,"16:00:37","CDT",NA,NA,NA,NA,NA,NA,NA,"WQM10","Kaw Nation","KAWNATON_WQX-KN-KL-002",NA,NA,NA,NA,"KN_WATER_ROUTINE","KNED","Standard Water Sampling","Kemmerer Bottle",NA,"Nitrogen","Total","0.274","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the High Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2010-09-15,NA,NA,NA,NA,NA,"STORET",2010-09-15 14:30:37,2010-09-15 21:00:37,"Nitrogen Total mg/l"
"21","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN00213","Sample-Routine","Water",NA,2009-03-11,"10:45:08","CDT",2009-03-11,"10:45:08","CDT",NA,NA,NA,NA,NA,NA,NA,"WQM09","Kaw Nation","KAWNATON_WQX-KN-AR-001",NA,NA,NA,NA,"KN_WATER_ROUTINE","KNED","Standard Water Sampling","Kemmerer Bottle",NA,"Nitrogen","Total","17.5","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the High Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2009-03-11,NA,NA,NA,NA,NA,"STORET",2009-03-11 15:45:08,2009-03-11 15:45:08,"Nitrogen Total mg/l"
"22","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN00226","Sample-Routine","Water",NA,2009-02-12,"10:45:08","CDT",2009-02-27,"10:45:08","CDT",NA,NA,NA,NA,NA,NA,NA,"WQM09","Kaw Nation","KAWNATON_WQX-KN-AR-003",NA,NA,NA,NA,"KN_WATER_ROUTINE","KNED","Standard Water Sampling","Kemmerer Bottle",NA,"Nitrogen","Total","3.18","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the LR Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2009-02-13,NA,NA,NA,NA,NA,"STORET",2009-02-12 15:45:08,2009-02-27 15:45:08,"Nitrogen Total mg/l"
"23","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN00929","Sample-Routine","Water",NA,2010-07-29,"09:00:30","CDT",2010-07-15,"04:00:30","CDT",NA,NA,NA,NA,NA,NA,NA,"EPABEACH;WQM10","Kaw Nation","KAWNATON_WQX-KN-KL-005",NA,NA,NA,NA,"KN_WATER_ROUTINE","KNED","Standard Water Sampling","Kemmerer Bottle",NA,"Nitrogen","Total","1.58","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the High Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2009-07-16,NA,NA,NA,NA,NA,"STORET",2010-07-29 14:00:30,2010-07-15 09:00:30,"Nitrogen Total mg/l"
"24","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN00193","Sample-Routine","Water",NA,2009-07-13,"10:45:08","CDT",2009-07-13,"10:45:08","CDT",NA,NA,NA,NA,NA,NA,NA,"WQM09","Kaw Nation","KAWNATON_WQX-KN-AR-001",NA,NA,NA,NA,"KN_WATER_ROUTINE","KNED","Standard Water Sampling","Kemmerer Bottle",NA,"Nitrogen","Total","1.95","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the High Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2009-07-09,NA,NA,NA,NA,NA,"STORET",2009-07-13 15:45:08,2009-07-13 15:45:08,"Nitrogen Total mg/l"
"25","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN00191","Sample-Routine","Water",NA,2009-07-29,"10:45:08","CDT",2009-07-29,"10:45:08","CDT",NA,NA,NA,NA,NA,NA,NA,"WQM09","Kaw Nation","KAWNATON_WQX-KN-KL-003",NA,NA,NA,NA,"KN_WATER_ROUTINE","KNED","Standard Water Sampling","Kemmerer Bottle",NA,"Nitrogen","Total","1.96","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the High Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2009-07-22,NA,NA,NA,NA,NA,"STORET",2009-07-29 15:45:08,2009-07-29 15:45:08,"Nitrogen Total mg/l"
"26","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN00948","Sample-Routine","Water",NA,2010-08-31,"10:00:37","CDT",2010-08-31,"16:30:37","CDT",NA,NA,NA,NA,NA,NA,NA,"WQM10","Kaw Nation","KAWNATON_WQX-KN-KL-002",NA,NA,NA,NA,"KN_WATER_ROUTINE","KNED","Standard Water Sampling","Kemmerer Bottle",NA,"Nitrogen","Total","0.129","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the LR Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2010-08-31,NA,NA,NA,NA,NA,"STORET",2010-08-31 15:00:37,2010-08-31 21:30:37,"Nitrogen Total mg/l"
"27","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN00211","Sample-Routine","Water",NA,2009-03-26,"10:45:08","CDT",2009-03-26,"10:45:08","CDT",NA,NA,NA,NA,NA,NA,NA,"WQM09","Kaw Nation","KAWNATON_WQX-KN-KL-001",NA,NA,NA,NA,"KN_WATER_ROUTINE","KNED","Standard Water Sampling","Kemmerer Bottle",NA,"Nitrogen","Total","2.49","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the LR Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2009-03-26,NA,NA,NA,NA,NA,"STORET",2009-03-26 15:45:08,2009-03-26 15:45:08,"Nitrogen Total mg/l"
"28","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN00935","Sample-Routine","Water",NA,2010-07-22,"09:00:37","CDT",2010-07-22,"15:30:37","CDT",NA,NA,NA,NA,NA,NA,NA,"WQM10","Kaw Nation","KAWNATON_WQX-KN-AR-001",NA,NA,NA,NA,"KN_WATER_ROUTINE","KNED","Standard Water Sampling","Kemmerer Bottle",NA,"Nitrogen","Total","2.42","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the LR Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2010-07-22,NA,NA,NA,NA,NA,"STORET",2010-07-22 14:00:37,2010-07-22 20:30:37,"Nitrogen Total mg/l"
"29","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN00944","Sample-Routine","Water",NA,2010-08-31,"10:00:37","CDT",2010-08-31,"16:30:37","CDT",NA,NA,NA,NA,NA,NA,NA,"WQM10","Kaw Nation","KAWNATON_WQX-KN-BB1",NA,NA,NA,NA,"KN_WATER_ROUTINE","KNED","Standard Water Sampling","Kemmerer Bottle",NA,"Nitrogen","Total","0.198","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the High Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2010-08-31,NA,NA,NA,NA,NA,"STORET",2010-08-31 15:00:37,2010-08-31 21:30:37,"Nitrogen Total mg/l"
"30","KAWNATON_WQX","Kaw Nation, Oklahoma","KAWNATON_WQX-KN00928","Field Msr/Obs","Water",NA,2010-07-15,"09:00:33","CDT",2010-07-16,"02:15:33","CDT",NA,NA,NA,NA,NA,NA,NA,"WQM10","Kaw Nation","KAWNATON_WQX-KN-PL-001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen","Total","1.29","mg/l",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,"This Value is the High Range",NA,NA,NA,NA,NA,NA,"10208","KAWNATON_WQX","Nitrogen, Total Persulfate Digestion Method",NA,"KNED",2009-07-16,NA,NA,NA,NA,NA,"STORET",2010-07-15 14:00:33,2010-07-16 07:15:33,"Nitrogen Total mg/l"
