"","total_type","lat","lon","ProviderName","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","ResolvedMonitoringLocationTypeName","HUCEightDigitCode","siteUrl","activityCount","resultCount","StateName","CountyName"
"17","FeatureCollection Feature Point",37.2253,-77.4764,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-APP016.38","ROUTE 600 BRIDGE (CHESTERFIELD COUNTY)","River/Stream","Stream","02080207","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-APP016.38/",471,1287,"Virginia","Chesterfield County"
"18","FeatureCollection Feature Point",37.3119,-76.8728,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-CHK006.14","Chickahominy River at BUOY 18","Estuary","Estuary","02080206","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-CHK006.14/",930,934,"Virginia","James City County"
"19","FeatureCollection Feature Point",36.8361,-76.2444,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-EBE002.98","NORFOLK & WESTERN RR BRIDGE","Estuary","Estuary","02080208","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-EBE002.98/",988,988,"Virginia","Norfolk City"
"20","FeatureCollection Feature Point",36.9046,-76.3384,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-ELI002.00","BUOY RED 18 (CITY OF NORFOLK)","Estuary","Estuary","02080208","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-ELI002.00/",837,841,"Virginia","Norfolk City"
"21","FeatureCollection Feature Point",36.8656,-76.329,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-ELI004.79","CONFL. WITH WESTERN BRANCH","Estuary","Estuary","02080208","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-ELI004.79/",858,862,"Virginia","Portsmouth City"
"22","FeatureCollection Feature Point",36.8483,-76.2981,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-ELI006.92","OFF NAUTICUS PIER","Estuary","Estuary","02080208","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-ELI006.92/",955,955,"Virginia","Norfolk City"
"23","FeatureCollection Feature Point",36.9549,-76.3928,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-JMS005.72","BUOY 9-HAMPTON ROADS-VIMS SLACK WATER ST","Estuary","Estuary","02080208","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-JMS005.72/",930,934,"Virginia","Newport News City"
"24","FeatureCollection Feature Point",36.9904,-76.4754,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-JMS013.10","NA 15 JAMES RIVER BRIDGE (CITY OF NEWPOR","Estuary","Estuary","02080206","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-JMS013.10/",921,925,"Virginia","Newport News City"
"25","FeatureCollection Feature Point",37.056,-76.5931,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-JMS021.04","BUOY 12","Estuary","Estuary","02080206","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-JMS021.04/",919,923,"Virginia","Isle of Wight County"
"26","FeatureCollection Feature Point",37.203,-76.6483,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-JMS032.59","RED BUOY M 36-VIMS SLACK WTR-(CO. OF JAM","Estuary","Estuary","02080206","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-JMS032.59/",892,896,"Virginia","James City County"
"27","FeatureCollection Feature Point",37.2029,-76.7822,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-JMS042.92","SWANN POINT","Estuary","Estuary","02080206","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-JMS042.92/",1073,1073,"Virginia","James City County"
"28","FeatureCollection Feature Point",37.2747,-76.9885,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-JMS055.94","JAMES RIVER, BRANDON PT., BUOY 74","Estuary","Estuary","02080206","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-JMS055.94/",909,909,"Virginia","Charles City County"
"29","FeatureCollection Feature Point",37.3,-77.1264,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-JMS069.08","JAMES R BUOY 91 NEAR HERRING CREEK","Estuary","Estuary","02080206","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-JMS069.08/",907,911,"Virginia","Prince George County"
"30","FeatureCollection Feature Point",37.3128,-77.2331,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-JMS075.04","James River at RED BUOY 107","Estuary","Estuary","02080206","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-JMS075.04/",905,907,"Virginia","Prince George County"
"31","FeatureCollection Feature Point",37.4029,-77.3919,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-JMS099.30","James River at BUOY 157","Estuary","Estuary","02080206","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-JMS099.30/",884,888,"Virginia","Henrico County"
"32","FeatureCollection Feature Point",37.4498,-77.42,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-JMS104.16","James River at BUOY 166","Estuary","Estuary","02080206","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-JMS104.16/",878,886,"Virginia","Richmond City"
"33","FeatureCollection Feature Point",37.5278,-77.435,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-JMS110.30","JAMES RIVER, RT. 360 MAYOS BRIDGE","River/Stream","Stream","02080205","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-JMS110.30/",685,688,"Virginia","Richmond City"
"34","FeatureCollection Feature Point",37.5314,-77.4837,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-JMS113.20","BOULEVARD BRIDGE","River/Stream","Stream","02080205","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-JMS113.20/",324,915,"Virginia","Richmond City"
"35","FeatureCollection Feature Point",37.6711,-78.0858,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-JMS157.28","JAMES R., RT. 45 BRIDGE AT CARTERSVILLE","River/Stream","Stream","02080205","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-JMS157.28/",509,1369,"Virginia","Goochland County"
"36","FeatureCollection Feature Point",36.9083,-76.3146,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-LAF001.15","BUOY 10","Estuary","Estuary","02080208","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-LAF001.15/",872,876,"Virginia","Norfolk City"
"37","FeatureCollection Feature Point",36.8894,-76.2814,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-LAF003.83","Granby Street Bridge","Estuary","Estuary","02080208","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-LAF003.83/",874,882,"Virginia","Norfolk City"
"38","FeatureCollection Feature Point",36.765,-76.3,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-SBE006.26","OFF VIRGINIA POWER","Estuary","Estuary","02080208","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-SBE006.26/",596,596,"Virginia","Chesapeake City"
"39","FeatureCollection Feature Point",36.8292,-76.3958,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-2-WBE004.44","OFF DRUM POINT","Estuary","Estuary","02080208","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-2-WBE004.44/",879,883,"Virginia","Chesapeake City"
"40","FeatureCollection Feature Point",37.6933,-76.4733,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-3-CRR003.38","CORROTOMAN RIVER BUOY 6","Estuary","Estuary","02080104","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-3-CRR003.38/",958,964,"Virginia","Lancaster County"
"41","FeatureCollection Feature Point",37.6333,-76.4633,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-3-RPP010.60","Rappahannock River off Orchard Point","Estuary","Estuary","02080104","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-3-RPP010.60/",891,899,"Virginia","Lancaster County"
"42","FeatureCollection Feature Point",37.6703,-76.5544,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-3-RPP017.72","RAPPAHANNOCK RIVER, BUOY 8","Estuary","Estuary","02080104","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-3-RPP017.72/",897,901,"Virginia","Middlesex County"
"43","FeatureCollection Feature Point",37.7606,-76.6211,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-3-RPP025.52","RAPPAHANNOCK RIVER, BUOY 11","Estuary","Estuary","02080104","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-3-RPP025.52/",975,979,"Virginia","Middlesex County"
"44","FeatureCollection Feature Point",37.8083,-76.7133,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-3-RPP031.57","N 16-VIMS SLACK WATER STATION-(CO. OF RI","Estuary","Estuary","02080104","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-3-RPP031.57/",897,907,"Virginia","Essex County"
"45","FeatureCollection Feature Point",37.92,-76.8217,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-3-RPP042.12","BUOY R29","Estuary","Estuary","02080104","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-3-RPP042.12/",898,908,"Virginia","Richmond County"
"46","FeatureCollection Feature Point",38.0186,-76.9083,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-3-RPP051.01","Rappahannock River at Buoy N 40","Estuary","Estuary","02080104","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-3-RPP051.01/",991,997,"Virginia","Richmond County"
"47","FeatureCollection Feature Point",38.1129,-77.0555,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-3-RPP064.40","(TF3.2A) BLIND POINT","Estuary","Estuary","02080104","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-3-RPP064.40/",1173,1181,"Virginia","Essex County"
"48","FeatureCollection Feature Point",38.1747,-77.1866,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-3-RPP080.19","100 YDS DOWNSTREAM 301 BRIDGE @ PT ROYAL","Estuary","Estuary","02080104","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-3-RPP080.19/",1024,1032,"Virginia","King George County"
"49","FeatureCollection Feature Point",38.2462,-77.2334,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-3-RPP091.55","Near Hop Yard Bar","Estuary","Estuary","02080104","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-3-RPP091.55/",973,977,"Virginia","King George County"
"50","FeatureCollection Feature Point",38.2447,-77.3251,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-3-RPP098.81","Near Hayfield Bar","Estuary","Estuary","02080104","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-3-RPP098.81/",1391,1399,"Virginia","King George County"
"51","FeatureCollection Feature Point",38.3222,-77.5181,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-3-RPP113.37","USGS cableway","River/Stream","Stream","02080104","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-3-RPP113.37/",485,1350,"Virginia","Fredericksburg City"
"52","FeatureCollection Feature Point",37.5717,-76.7933,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-8-MPN004.39","MUDDY POINT","Estuary","Estuary","02080105","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-8-MPN004.39/",1002,1006,"Virginia","King and Queen County"
"53","FeatureCollection Feature Point",37.7229,-77.024,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-8-MPN029.08","RT. 629 BRIDGE AT WALKERTON","Estuary","Estuary","02080105","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-8-MPN029.08/",1233,1239,"Virginia","King William County"
"54","FeatureCollection Feature Point",37.8839,-77.165,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-8-MPN054.17","Rt. # 628   (Spring Cottage Rd)","River/Stream","Stream","02080105","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-8-MPN054.17/",524,1387,"Virginia","King William County"
"55","FeatureCollection Feature Point",37.525,-76.87,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-8-PMK006.36","SOUTHERN END LEE MARSH (COUNTY OF NEW KE","Estuary","Estuary","02080106","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-8-PMK006.36/",980,984,"Virginia","New Kent County"
"56","FeatureCollection Feature Point",37.5798,-77.0222,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-8-PMK034.17","RAILROAD TRESTLE AT WHITE HOUSE","Estuary","Estuary","02080106","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-8-PMK034.17/",993,1001,"Virginia","New Kent County"
"57","FeatureCollection Feature Point",37.7678,-77.3322,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-8-PMK082.34","Pamunkey River at RT. 614 BRIDGE","River/Stream","Stream","02080106","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-8-PMK082.34/",557,1432,"Virginia","Hanover County"
"58","FeatureCollection Feature Point",37.2322,-76.4333,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-8-YRK001.64","YORK BETWEEN BUOY 24 & REFINERY","Estuary","Estuary","02080107","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-8-YRK001.64/",880,888,"Virginia","York County"
"59","FeatureCollection Feature Point",37.2917,-76.5703,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-8-YRK011.14","YORK RIVER, BUOY 34","Estuary","Estuary","02080107","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-8-YRK011.14/",886,890,"Virginia","Gloucester County"
"60","FeatureCollection Feature Point",37.4183,-76.6933,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-8-YRK022.70","YORK RIVER, BUOY N 44","Estuary","Estuary","02080107","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-8-YRK022.70/",864,866,"Virginia","Gloucester County"
"61","FeatureCollection Feature Point",37.5067,-76.7883,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-8-YRK031.39","C 57 (COUNTY OF KING AND QUEEN)","Estuary","Estuary","02080107","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-8-YRK031.39/",826,830,"Virginia","King and Queen County"
"62","FeatureCollection Feature Point",38.4131,-76.36,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-MCB4.4","2.4 Nautical miles from Cove Point","Estuary","Estuary","02060001","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-MCB4.4/",260,587,"Maryland","Calvert County"
"63","FeatureCollection Feature Point",38.9022,-77.0697,"STORET","21VASWCB","VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY","21VASWCB-PMS10","East side of Francis S. Key Bridge","Estuary","Estuary","02070010","https://www.waterqualitydata.us/data/provider/STORET/21VASWCB/21VASWCB-PMS10/",216,510,"District of Columbia","District of Columbia"
"64","FeatureCollection Feature Point",38.9389,-76.9434,"STORET","MDDNR","Maryland Department of Natural Resources","MDDNR-ANA0082","ANA0082","River/Stream","Stream","02070010","https://www.waterqualitydata.us/data/provider/STORET/MDDNR/MDDNR-ANA0082/",370,569,"Maryland","Prince George's County"
"65","FeatureCollection Feature Point",39.4504,-77.7317,"STORET","MDDNR","Maryland Department of Natural Resources","MDDNR-ANT0044","ANT0044","River/Stream","Stream","02070004","https://www.waterqualitydata.us/data/provider/STORET/MDDNR/MDDNR-ANT0044/",373,572,"Maryland","Washington County"
"66","FeatureCollection Feature Point",39.3318,-77.5802,"STORET","MDDNR","Maryland Department of Natural Resources","MDDNR-CAC0031","CAC0031","River/Stream","Stream","02070008","https://www.waterqualitydata.us/data/provider/STORET/MDDNR/MDDNR-CAC0031/",373,566,"Maryland","Frederick County"
"67","FeatureCollection Feature Point",39.4258,-77.559,"STORET","MDDNR","Maryland Department of Natural Resources","MDDNR-CAC0148","CAC0148","River/Stream","Stream","02070008","https://www.waterqualitydata.us/data/provider/STORET/MDDNR/MDDNR-CAC0148/",370,567,"Maryland","Frederick County"
"68","FeatureCollection Feature Point",39.44149,-76.025993,"STORET","MDDNR","Maryland Department of Natural Resources","MDDNR-CB2.1","Turkey Point","Estuary","Estuary","02060001","https://www.waterqualitydata.us/data/provider/STORET/MDDNR/MDDNR-CB2.1/",1343,2023,"Maryland","Cecil County"
"69","FeatureCollection Feature Point",39.348732,-76.175789,"STORET","MDDNR","Maryland Department of Natural Resources","MDDNR-CB2.2","Still Pond","Estuary","Estuary","02060001","https://www.waterqualitydata.us/data/provider/STORET/MDDNR/MDDNR-CB2.2/",3018,4800,"Maryland","Kent County"
"70","FeatureCollection Feature Point",39.2495,-76.240501,"STORET","MDDNR","Maryland Department of Natural Resources","MDDNR-CB3.1","Gunpowder Neck","Estuary","Estuary","02060001","https://www.waterqualitydata.us/data/provider/STORET/MDDNR/MDDNR-CB3.1/",2485,3871,"Maryland","Kent County"
"71","FeatureCollection Feature Point",39.163692,-76.306313,"STORET","MDDNR","Maryland Department of Natural Resources","MDDNR-CB3.2","Swan Point","Estuary","Estuary","02060001","https://www.waterqualitydata.us/data/provider/STORET/MDDNR/MDDNR-CB3.2/",2439,3845,"Maryland","Kent County"
"72","FeatureCollection Feature Point",38.995956,-76.359673,"STORET","MDDNR","Maryland Department of Natural Resources","MDDNR-CB3.3C","Bay Bridge","Estuary","Estuary","02060001","https://www.waterqualitydata.us/data/provider/STORET/MDDNR/MDDNR-CB3.3C/",3375,5238,"Maryland","Queen Anne's County"
"73","FeatureCollection Feature Point",39.004116,-76.345169,"STORET","MDDNR","Maryland Department of Natural Resources","MDDNR-CB3.3E","Bay Bridge (NE)","Estuary","Estuary","02060001","https://www.waterqualitydata.us/data/provider/STORET/MDDNR/MDDNR-CB3.3E/",1120,1828,"Maryland","Queen Anne's County"
"74","FeatureCollection Feature Point",39.00462,-76.3881,"STORET","MDDNR","Maryland Department of Natural Resources","MDDNR-CB3.3W","Bay Bridge (NW)","Estuary","Estuary","02060001","https://www.waterqualitydata.us/data/provider/STORET/MDDNR/MDDNR-CB3.3W/",1125,1859,"Maryland","Anne Arundel County"
"75","FeatureCollection Feature Point",38.825928,-76.399452,"STORET","MDDNR","Maryland Department of Natural Resources","MDDNR-CB4.1C","Kent Point (SW)","Estuary","Estuary","02060001","https://www.waterqualitydata.us/data/provider/STORET/MDDNR/MDDNR-CB4.1C/",2543,3982,"Maryland","Queen Anne's County"
"76","FeatureCollection Feature Point",38.818092,-76.371437,"STORET","MDDNR","Maryland Department of Natural Resources","MDDNR-CB4.1E","Kent Point (S)","Estuary","Estuary","02060001","https://www.waterqualitydata.us/data/provider/STORET/MDDNR/MDDNR-CB4.1E/",1924,3048,"Maryland","Queen Anne's County"
"77","FeatureCollection Feature Point",38.81498,-76.462715,"STORET","MDDNR","Maryland Department of Natural Resources","MDDNR-CB4.1W","Horseshoe Point","Estuary","Estuary","02060001","https://www.waterqualitydata.us/data/provider/STORET/MDDNR/MDDNR-CB4.1W/",1478,2421,"Maryland","Anne Arundel County"
"78","FeatureCollection Feature Point",38.646183,-76.421265,"STORET","MDDNR","Maryland Department of Natural Resources","MDDNR-CB4.2C","MD Mid Bay","Estuary","Estuary","02060001","https://www.waterqualitydata.us/data/provider/STORET/MDDNR/MDDNR-CB4.2C/",2592,4005,"Maryland","Talbot County"
